series_id        	year	period	       value	footnote_codes
APU0100FC3101    	2025	M09	      11.987	
APU0100FC3101    	2025	M10	           -	X
APU0100FC3101    	2025	M11	      11.705	
APU0100FC3101    	2025	M12	      11.801	
APU0100FC3101    	2026	M01	      11.688	
APU0100FC3101    	2026	M02	      11.815	
APU0100FC3101    	2026	M03	      11.720	
APU0100FC4101    	1998	M01	       2.450	
APU0100FC4101    	1998	M02	       2.417	
APU0100FC4101    	1998	M03	       2.478	
APU0100FC4101    	1998	M04	       2.413	
APU0100FC4101    	1998	M05	       2.426	
APU0100FC4101    	1998	M06	       2.481	
APU0100FC4101    	1998	M07	       2.497	
APU0100FC4101    	1998	M08	       2.428	
APU0100FC4101    	1998	M09	       2.478	
APU0100FC4101    	1998	M10	       2.468	
APU0100FC4101    	1998	M11	       2.486	
APU0100FC4101    	1998	M12	       2.480	
APU0100FC4101    	1999	M01	       2.427	
APU0100FC4101    	1999	M02	       2.442	
APU0100FC4101    	1999	M03	       2.433	
APU0100FC4101    	1999	M04	       2.420	
APU0100FC4101    	1999	M05	       2.487	
APU0100FC4101    	1999	M06	       2.466	
APU0100FC4101    	1999	M07	       2.493	
APU0100FC4101    	1999	M08	       2.451	
APU0100FC4101    	1999	M09	       2.452	
APU0100FC4101    	1999	M10	       2.546	
APU0100FC4101    	1999	M11	       2.538	
APU0100FC4101    	1999	M12	       2.565	
APU0100FC4101    	2000	M01	       2.616	
APU0100FC4101    	2000	M02	       2.553	
APU0100FC4101    	2000	M03	       2.507	
APU0100FC4101    	2000	M04	       2.549	
APU0100FC4101    	2000	M05	       2.563	
APU0100FC4101    	2000	M06	       2.523	
APU0100FC4101    	2000	M07	       2.605	
APU0100FC4101    	2000	M08	       2.611	
APU0100FC4101    	2000	M09	       2.536	
APU0100FC4101    	2000	M10	       2.575	
APU0100FC4101    	2000	M11	       2.563	
APU0100FC4101    	2000	M12	       2.622	
APU0100FC4101    	2001	M01	       2.618	
APU0100FC4101    	2001	M02	       2.643	
APU0100FC4101    	2001	M03	       2.669	
APU0100FC4101    	2001	M04	       2.597	
APU0100FC4101    	2001	M05	       2.686	
APU0100FC4101    	2001	M06	       2.793	
APU0100FC4101    	2001	M07	       2.750	
APU0100FC4101    	2001	M08	       2.816	
APU0100FC4101    	2001	M09	       2.788	
APU0100FC4101    	2001	M10	       2.843	
APU0100FC4101    	2001	M11	       2.840	
APU0100FC4101    	2001	M12	       2.790	
APU0100FC4101    	2002	M01	       2.733	
APU0100FC4101    	2002	M02	       2.757	
APU0100FC4101    	2002	M03	       2.692	
APU0100FC4101    	2002	M04	       2.663	
APU0100FC4101    	2002	M05	       2.434	
APU0100FC4101    	2002	M06	       2.445	
APU0100FC4101    	2002	M07	       2.363	
APU0100FC4101    	2002	M08	       2.378	
APU0100FC4101    	2002	M09	       2.404	
APU0100FC4101    	2002	M10	       2.512	
APU0100FC4101    	2002	M11	       2.370	
APU0100FC4101    	2002	M12	       2.420	
APU0100FC4101    	2003	M01	       2.443	
APU0100FC4101    	2003	M02	       2.486	
APU0100FC4101    	2003	M03	       2.563	
APU0100FC4101    	2003	M04	       2.491	
APU0100FC4101    	2003	M05	       2.662	
APU0100FC4101    	2003	M06	       2.726	
APU0100FC4101    	2003	M07	       2.686	
APU0100FC4101    	2003	M08	       2.682	
APU0100FC4101    	2003	M09	       2.819	
APU0100FC4101    	2003	M10	       2.974	
APU0100FC4101    	2003	M11	       3.176	
APU0100FC4101    	2003	M12	       3.189	
APU0100FC4101    	2004	M01	       3.162	
APU0100FC4101    	2004	M02	       3.232	
APU0100FC4101    	2004	M03	       3.156	
APU0100FC4101    	2004	M04	       3.139	
APU0100FC4101    	2004	M05	       3.072	
APU0100FC4101    	2004	M06	       3.236	
APU0100FC4101    	2004	M07	       3.162	
APU0100FC4101    	2004	M08	       3.137	
APU0100FC4101    	2004	M09	       3.028	
APU0100FC4101    	2004	M10	       2.996	
APU0100FC4101    	2004	M11	       2.889	
APU0100FC4101    	2004	M12	       2.875	
APU0100FC4101    	2005	M01	       2.970	
APU0100FC4101    	2005	M02	       3.053	
APU0100FC4101    	2005	M03	       3.025	
APU0100FC4101    	2005	M04	       2.970	
APU0100FC4101    	2005	M05	       2.858	
APU0100FC4101    	2005	M06	       2.926	
APU0100FC4101    	2005	M07	       3.003	
APU0100FC4101    	2005	M08	       2.826	
APU0100FC4101    	2005	M09	       2.812	
APU0100FC4101    	2005	M10	       2.635	
APU0100FC4101    	2005	M11	       2.723	
APU0100FC4101    	2005	M12	       2.726	
APU0100FC4101    	2006	M01	       2.764	
APU0100FC4101    	2006	M02	       2.913	
APU0100FC4101    	2006	M03	       2.950	
APU0100FC4101    	2006	M04	       2.872	
APU0100FC4101    	2006	M05	       2.835	
APU0100FC4101    	2006	M06	       2.943	
APU0100FC4101    	2006	M07	       2.902	
APU0100FC4101    	2006	M08	       2.951	
APU0100FC4101    	2006	M09	       2.729	
APU0100FC4101    	2006	M10	       2.818	
APU0100FC4101    	2006	M11	       3.118	
APU0100FC4101    	2006	M12	       3.090	
APU0100FC4101    	2007	M01	       3.115	
APU0100FC4101    	2007	M02	       3.105	
APU0100FC4101    	2007	M03	       3.076	
APU0100FC4101    	2007	M04	       3.073	
APU0100FC4101    	2007	M05	       3.116	
APU0100FC4101    	2007	M06	       3.234	
APU0100FC4101    	2007	M07	       3.238	
APU0100FC4101    	2007	M08	       3.239	
APU0100FC4101    	2007	M09	       3.164	
APU0100FC4101    	2007	M10	       3.141	
APU0100FC4101    	2007	M11	       3.038	
APU0100FC4101    	2007	M12	       3.193	
APU0100FC4101    	2008	M01	       3.176	
APU0100FC4101    	2008	M02	       3.290	
APU0100FC4101    	2008	M03	       3.292	
APU0100FC4101    	2008	M04	       3.260	
APU0100FC4101    	2008	M05	       3.416	
APU0100FC4101    	2008	M06	       3.371	
APU0100FC4101    	2008	M07	       3.301	
APU0100FC4101    	2008	M08	       3.430	
APU0100FC4101    	2008	M09	       3.503	
APU0100FC4101    	2008	M10	       3.648	
APU0100FC4101    	2008	M11	       3.849	
APU0100FC4101    	2008	M12	       3.806	
APU0100FC4101    	2009	M01	       3.750	
APU0100FC4101    	2009	M02	       3.070	
APU0100FC4101    	2009	M03	       3.539	
APU0100FC4101    	2009	M04	       3.665	
APU0100FC4101    	2009	M05	       3.632	
APU0100FC4101    	2009	M06	       3.606	
APU0100FC4101    	2009	M07	       3.578	
APU0100FC4101    	2009	M08	       3.539	
APU0100FC4101    	2009	M09	       3.617	
APU0100FC4101    	2009	M10	       3.593	
APU0100FC4101    	2009	M11	       3.642	
APU0100FC4101    	2009	M12	       3.756	
APU0100FC4101    	2010	M01	       3.746	
APU0100FC4101    	2010	M02	       3.654	
APU0100FC4101    	2010	M03	       3.529	
APU0100FC4101    	2010	M04	       3.846	
APU0100FC4101    	2010	M05	       4.089	
APU0100FC4101    	2010	M06	       4.182	
APU0100FC4101    	2010	M07	       4.281	
APU0100FC4101    	2010	M08	       4.155	
APU0100FC4101    	2010	M09	       4.275	
APU0100FC4101    	2010	M10	       4.128	
APU0100FC4101    	2010	M11	       4.316	
APU0100FC4101    	2010	M12	       4.380	
APU0100FC4101    	2011	M01	       4.188	
APU0100FC4101    	2011	M02	       4.434	
APU0100FC4101    	2011	M03	       4.470	
APU0100FC4101    	2011	M04	       4.505	
APU0100FC4101    	2011	M05	       4.496	
APU0100FC4101    	2011	M06	       4.408	
APU0100FC4101    	2011	M07	       4.388	
APU0100FC4101    	2011	M08	       4.483	
APU0100FC4101    	2011	M09	       4.538	
APU0100FC4101    	2011	M10	       4.542	
APU0100FC4101    	2011	M11	       4.563	
APU0100FC4101    	2011	M12	       4.579	
APU0100FC4101    	2012	M01	       4.586	
APU0100FC4101    	2012	M02	       4.513	
APU0100FC4101    	2012	M03	       4.678	
APU0100FC4101    	2012	M04	       4.477	
APU0100FC4101    	2012	M05	       4.251	
APU0100FC4101    	2012	M06	       4.342	
APU0100FC4101    	2012	M07	       4.516	
APU0100FC4101    	2012	M08	       4.393	
APU0100FC4101    	2012	M09	       4.338	
APU0100FC4101    	2012	M10	       4.527	
APU0100FC4101    	2012	M11	       4.439	
APU0100FC4101    	2012	M12	       4.562	
APU0100FC4101    	2013	M01	       4.544	
APU0100FC4101    	2013	M02	       4.629	
APU0100FC4101    	2013	M03	       4.752	
APU0100FC4101    	2013	M04	       4.750	
APU0100FC4101    	2013	M05	       4.752	
APU0100FC4101    	2013	M06	       4.742	
APU0100FC4101    	2013	M07	       4.754	
APU0100FC4101    	2013	M08	       4.818	
APU0100FC4101    	2013	M09	       4.700	
APU0100FC4101    	2013	M10	       4.775	
APU0100FC4101    	2013	M11	       4.912	
APU0100FC4101    	2013	M12	       5.005	
APU0100FC4101    	2014	M01	       4.851	
APU0100FC4101    	2014	M02	       5.013	
APU0100FC4101    	2014	M03	       4.949	
APU0100FC4101    	2014	M04	       5.011	
APU0100FC4101    	2014	M05	       4.755	
APU0100FC4101    	2014	M06	       4.409	
APU0100FC4101    	2014	M07	       4.526	
APU0100FC4101    	2014	M08	       4.543	
APU0100FC4101    	2014	M09	       4.753	
APU0100FC4101    	2014	M10	       4.840	
APU0100FC4101    	2014	M11	       4.785	
APU0100FC4101    	2014	M12	       4.867	
APU0100FC4101    	2015	M01	       4.941	
APU0100FC4101    	2015	M02	       4.773	
APU0100FC4101    	2015	M03	       4.785	
APU0100FC4101    	2015	M04	       4.684	
APU0100FC4101    	2015	M05	       4.896	
APU0100FC4101    	2015	M06	       4.860	
APU0100FC4101    	2015	M07	       4.855	
APU0100FC4101    	2015	M08	       4.757	
APU0100FC4101    	2015	M09	       4.862	
APU0100FC4101    	2015	M10	       4.983	
APU0100FC4101    	2015	M11	       4.759	
APU0100FC4101    	2015	M12	       4.641	
APU0100FC4101    	2016	M01	       4.734	
APU0100FC4101    	2016	M02	       4.875	
APU0100FC4101    	2016	M03	       4.833	
APU0100FC4101    	2016	M04	       4.741	
APU0100FC4101    	2016	M05	       4.762	
APU0100FC4101    	2016	M06	       4.556	
APU0100FC4101    	2016	M07	       4.474	
APU0100FC4101    	2016	M08	       4.539	
APU0100FC4101    	2016	M09	       4.631	
APU0100FC4101    	2016	M10	       4.535	
APU0100FC4101    	2016	M11	       4.621	
APU0100FC4101    	2016	M12	       4.587	
APU0100FC4101    	2017	M01	       4.628	
APU0100FC4101    	2017	M02	       4.870	
APU0100FC4101    	2017	M03	       4.721	
APU0100FC4101    	2017	M04	       4.803	
APU0100FC4101    	2017	M05	       4.850	
APU0100FC4101    	2017	M06	       4.953	
APU0100FC4101    	2017	M07	       5.088	
APU0100FC4101    	2017	M08	       4.978	
APU0100FC4101    	2017	M09	       4.846	
APU0100FC4101    	2017	M10	       4.888	
APU0100FC4101    	2017	M11	       5.069	
APU0100FC4101    	2017	M12	       4.968	
APU0100FC4101    	2018	M01	       3.846	
APU0100FC4101    	2018	M02	       3.828	
APU0100FC4101    	2018	M03	       4.311	
APU0100FC4101    	2018	M04	       3.881	
APU0100FC4101    	2018	M05	       4.107	
APU0100FC4101    	2018	M06	       5.454	
APU0100FC4101    	2018	M07	       5.278	
APU0100FC4101    	2018	M08	       5.327	
APU0100FC4101    	2018	M09	       5.286	
APU0100FC4101    	2018	M10	       5.328	
APU0100FC4101    	2018	M11	       5.224	
APU0100FC4101    	2018	M12	       5.092	
APU0100FC4101    	2019	M01	       5.100	
APU0100FC4101    	2019	M02	       5.021	
APU0100FC4101    	2019	M03	       5.132	
APU0100FC4101    	2019	M04	       5.171	
APU0100FC4101    	2019	M05	       5.187	
APU0100FC4101    	2019	M06	       5.422	
APU0100FC4101    	2019	M07	       5.487	
APU0100FC4101    	2019	M08	       5.459	
APU0100FC4101    	2019	M09	       5.487	
APU0100FC4101    	2019	M10	       5.497	
APU0100FC4101    	2019	M11	       5.379	
APU0100FC4101    	2019	M12	       5.349	
APU0100FC4101    	2020	M01	       5.244	
APU0100FC4101    	2020	M02	       5.263	
APU0100FC4101    	2020	M03	       5.456	
APU0100FC4101    	2020	M07	       5.658	
APU0100FC4101    	2020	M08	       5.479	
APU0100FC4101    	2020	M09	       5.443	
APU0100FC4101    	2020	M10	       5.496	
APU0100FC4101    	2020	M11	       5.562	
APU0100FC4101    	2020	M12	       5.810	
APU0100FC4101    	2021	M01	       5.967	
APU0100FC4101    	2021	M02	       5.915	
APU0100FC4101    	2021	M03	       5.644	
APU0100FC4101    	2021	M04	       5.769	
APU0100FC4101    	2021	M05	       5.990	
APU0100FC4101    	2021	M06	       6.650	
APU0100FC4101    	2021	M07	       6.604	
APU0100FC4101    	2021	M08	       6.603	
APU0100FC4101    	2021	M09	       6.717	
APU0100FC4101    	2021	M10	       7.280	
APU0100FC4101    	2021	M11	       7.352	
APU0100FC4101    	2021	M12	       7.386	
APU0100FC4101    	2022	M01	       7.151	
APU0100FC4101    	2022	M02	       7.537	
APU0100FC4101    	2022	M03	       7.573	
APU0100FC4101    	2022	M04	       7.542	
APU0100FC4101    	2022	M05	       7.207	
APU0100FC4101    	2022	M06	       7.130	
APU0100FC4101    	2022	M07	       7.482	
APU0100FC4101    	2022	M08	       7.270	
APU0100FC4101    	2022	M09	       7.188	
APU0100FC4101    	2022	M10	       6.928	
APU0100FC4101    	2022	M11	       6.650	
APU0100FC4101    	2022	M12	       6.563	
APU0100FC4101    	2023	M01	       6.808	
APU0100FC4101    	2023	M02	       6.777	
APU0100FC4101    	2023	M03	       6.775	
APU0100FC4101    	2023	M04	       6.798	
APU0100FC4101    	2023	M05	       6.777	
APU0100FC4101    	2023	M06	       6.578	
APU0100FC4101    	2023	M07	       6.735	
APU0100FC4101    	2023	M08	       6.641	
APU0100FC4101    	2023	M09	       6.526	
APU0100FC4101    	2023	M10	       6.591	
APU0100FC4101    	2023	M11	       6.985	
APU0100FC4101    	2023	M12	       6.932	
APU0100FC4101    	2024	M01	       6.912	
APU0100FC4101    	2024	M02	       6.865	
APU0100FC4101    	2024	M03	       7.084	
APU0100FC4101    	2024	M04	       6.923	
APU0100FC4101    	2024	M05	       6.803	
APU0100FC4101    	2024	M06	       6.777	
APU0100FC4101    	2024	M07	       6.677	
APU0100FC4101    	2024	M08	       6.971	
APU0100FC4101    	2024	M09	       7.073	
APU0100FC4101    	2024	M10	       7.016	
APU0100FC4101    	2024	M11	       7.302	
APU0100FC4101    	2024	M12	       6.883	
APU0100FC4101    	2025	M01	       6.724	
APU0100FC4101    	2025	M02	       6.810	
APU0100FC4101    	2025	M03	       7.308	
APU0100FC4101    	2025	M04	       7.613	
APU0100FC4101    	2025	M05	       7.727	
APU0100FC4101    	2025	M06	       7.746	
APU0100FC4101    	2025	M07	       7.534	
APU0100FC4101    	2025	M08	       7.368	
APU0100FC4101    	2025	M09	       8.032	
APU0100FC4101    	2025	M10	           -	X
APU0100FC4101    	2025	M11	       8.513	
APU0100FC4101    	2025	M12	       8.592	
APU0100FC4101    	2026	M01	       8.620	
APU0100FC4101    	2026	M02	       8.516	
APU0100FC4101    	2026	M03	       8.457	
APU0100FD2101    	1998	M01	       2.086	
APU0100FD2101    	1998	M02	       2.080	
APU0100FD2101    	1998	M03	       2.064	
APU0100FD2101    	1998	M04	       1.922	
APU0100FD2101    	1998	M05	       2.023	
APU0100FD2101    	1998	M06	       2.104	
APU0100FD2101    	1998	M07	       2.092	
APU0100FD2101    	1998	M08	       1.982	
APU0100FD2101    	1998	M09	       2.028	
APU0100FD2101    	1998	M10	       2.140	
APU0100FD2101    	1998	M11	       2.038	
APU0100FD2101    	1998	M12	       1.990	
APU0100FD2101    	1999	M01	       1.938	
APU0100FD2101    	1999	M02	       1.857	
APU0100FD2101    	1999	M03	       1.848	
APU0100FD2101    	1999	M04	       1.865	
APU0100FD2101    	1999	M05	       1.954	
APU0100FD2101    	1999	M06	       2.048	
APU0100FD2101    	1999	M07	       2.046	
APU0100FD2101    	1999	M08	       2.001	
APU0100FD2101    	1999	M09	       1.981	
APU0100FD2101    	1999	M10	       2.020	
APU0100FD2101    	1999	M11	       1.992	
APU0100FD2101    	1999	M12	       2.023	
APU0100FD2101    	2000	M01	       2.000	
APU0100FD2101    	2000	M02	       2.038	
APU0100FD2101    	2000	M03	       2.068	
APU0100FD2101    	2000	M04	       1.974	
APU0100FD2101    	2000	M05	       2.072	
APU0100FD2101    	2000	M06	       2.086	
APU0100FD2101    	2000	M07	       2.186	
APU0100FD2101    	2000	M08	       2.216	
APU0100FD2101    	2000	M09	       2.146	
APU0100FD2101    	2000	M10	       2.236	
APU0100FD2101    	2000	M11	       2.156	
APU0100FD2101    	2000	M12	       2.155	
APU0100FD2101    	2001	M01	       1.980	
APU0100FD2101    	2001	M02	       2.287	
APU0100FD2101    	2001	M03	       2.225	
APU0100FD2101    	2001	M04	       2.084	
APU0100FD2101    	2001	M05	       2.148	
APU0100FD2101    	2001	M06	       2.202	
APU0100FD2101    	2001	M07	       2.274	
APU0100FD2101    	2001	M08	       2.275	
APU0100FD2101    	2001	M09	       2.259	
APU0100FD2101    	2001	M10	       2.214	
APU0100FD2101    	2001	M11	       2.246	
APU0100FD2101    	2001	M12	       2.210	
APU0100FD2101    	2002	M01	       2.204	
APU0100FD2101    	2002	M02	       2.123	
APU0100FD2101    	2002	M03	       2.175	
APU0100FD2101    	2002	M04	       2.136	
APU0100FD2101    	2002	M05	       2.415	
APU0100FD2101    	2002	M06	       2.488	
APU0100FD2101    	2002	M07	       2.483	
APU0100FD2101    	2002	M08	       2.303	
APU0100FD2101    	2002	M09	       2.434	
APU0100FD2101    	2002	M10	       2.221	
APU0100FD2101    	2002	M11	       2.078	
APU0100FD2101    	2002	M12	       2.014	
APU0100FD2101    	2003	M01	       2.134	
APU0100FD2101    	2003	M02	       2.220	
APU0100FD2101    	2003	M03	       2.058	
APU0100FD2101    	2003	M04	       1.950	
APU0100FD2101    	2003	M05	       2.067	
APU0100FD2101    	2003	M06	       2.117	
APU0100FD2101    	2003	M07	       2.045	
APU0100FD2101    	2003	M08	       2.192	
APU0100FD2101    	2003	M09	       2.392	
APU0100FD2101    	2003	M10	       2.404	
APU0100FD2101    	2003	M11	       2.229	
APU0100FD2101    	2003	M12	       2.073	
APU0100FD2101    	2004	M01	       2.093	
APU0100FD2101    	2004	M02	       2.103	
APU0100FD2101    	2004	M03	       2.094	
APU0100FD2101    	2004	M04	       2.030	
APU0100FD2101    	2004	M05	       1.815	
APU0100FD2101    	2004	M06	       1.761	
APU0100FD2101    	2004	M07	       1.873	
APU0100FD2101    	2004	M08	       1.803	
APU0100FD2101    	2004	M09	       1.978	
APU0100FD2101    	2004	M10	       2.049	
APU0100FD2101    	2004	M11	       2.025	
APU0100FD2101    	2004	M12	       2.017	
APU0100FD2101    	2005	M01	       2.077	
APU0100FD2101    	2005	M02	       2.076	
APU0100FD2101    	2005	M03	       2.115	
APU0100FD2101    	2005	M04	       2.243	
APU0100FD2101    	2005	M05	       2.154	
APU0100FD2101    	2005	M06	       2.016	
APU0100FD2101    	2005	M07	       2.074	
APU0100FD2101    	2005	M08	       2.072	
APU0100FD2101    	2005	M09	       2.103	
APU0100FD2101    	2005	M10	       2.093	
APU0100FD2101    	2005	M11	       2.018	
APU0100FD2101    	2005	M12	       2.024	
APU0100FD2101    	2006	M01	       1.942	
APU0100FD2101    	2006	M02	       2.028	
APU0100FD2101    	2006	M03	       2.045	
APU0100FD2101    	2006	M04	       2.011	
APU0100FD2101    	2006	M05	       1.993	
APU0100FD2101    	2006	M06	       1.854	
APU0100FD2101    	2006	M07	       2.086	
APU0100FD2101    	2006	M08	       2.074	
APU0100FD2101    	2006	M09	       2.161	
APU0100FD2101    	2006	M10	       2.117	
APU0100FD2101    	2006	M11	       2.033	
APU0100FD2101    	2006	M12	       2.016	
APU0100FD2101    	2007	M01	       2.024	
APU0100FD2101    	2007	M02	       1.987	
APU0100FD2101    	2007	M03	       2.030	
APU0100FD2101    	2007	M04	       2.020	
APU0100FD2101    	2007	M05	       2.044	
APU0100FD2101    	2007	M06	       2.054	
APU0100FD2101    	2007	M07	       2.021	
APU0100FD2101    	2007	M08	       2.057	
APU0100FD2101    	2007	M09	       2.007	
APU0100FD2101    	2007	M10	       1.945	
APU0100FD2101    	2007	M11	       1.949	
APU0100FD2101    	2007	M12	       1.894	
APU0100FD2101    	2008	M01	       1.908	
APU0100FD2101    	2008	M02	       1.908	
APU0100FD2101    	2008	M03	       1.923	
APU0100FD2101    	2008	M04	       1.962	
APU0100FD2101    	2008	M05	       1.990	
APU0100FD2101    	2008	M06	       2.007	
APU0100FD2101    	2008	M07	       2.086	
APU0100FD2101    	2008	M08	       2.072	
APU0100FD2101    	2008	M09	       2.110	
APU0100FD2101    	2008	M10	       2.123	
APU0100FD2101    	2008	M11	       2.275	
APU0100FD2101    	2008	M12	       2.224	
APU0100FD2101    	2009	M01	       2.194	
APU0100FD2101    	2009	M02	       2.089	
APU0100FD2101    	2009	M03	       2.239	
APU0100FD2101    	2009	M04	       2.097	
APU0100FD2101    	2009	M05	       2.259	
APU0100FD2101    	2009	M06	       2.256	
APU0100FD2101    	2009	M07	       2.274	
APU0100FD2101    	2009	M08	       2.324	
APU0100FD2101    	2009	M09	       2.258	
APU0100FD2101    	2009	M10	       2.325	
APU0100FD2101    	2009	M11	       2.177	
APU0100FD2101    	2009	M12	       2.097	
APU0100FD2101    	2010	M01	       2.196	
APU0100FD2101    	2010	M02	       2.189	
APU0100FD2101    	2010	M03	       2.192	
APU0100FD2101    	2010	M04	       2.289	
APU0100FD2101    	2010	M05	       2.243	
APU0100FD2101    	2010	M06	       2.339	
APU0100FD2101    	2010	M07	       2.505	
APU0100FD2101    	2010	M08	       2.422	
APU0100FD2101    	2010	M09	       2.534	
APU0100FD2101    	2010	M10	       2.553	
APU0100FD2101    	2010	M11	       2.325	
APU0100FD2101    	2010	M12	       2.227	
APU0100FD2101    	2011	M01	       2.299	
APU0100FD2101    	2011	M02	       2.346	
APU0100FD2101    	2011	M03	       2.455	
APU0100FD2101    	2011	M04	       2.325	
APU0100FD2101    	2011	M05	       2.376	
APU0100FD2101    	2011	M06	       2.374	
APU0100FD2101    	2011	M07	       2.367	
APU0100FD2101    	2011	M08	       2.538	
APU0100FD2101    	2011	M09	       2.656	
APU0100FD2101    	2011	M10	       2.680	
APU0100FD2101    	2011	M11	       2.564	
APU0100FD2101    	2011	M12	       2.620	
APU0100FD2101    	2012	M01	       2.495	
APU0100FD2101    	2012	M02	       2.621	
APU0100FD2101    	2012	M03	       2.670	
APU0100FD2101    	2012	M04	       2.509	
APU0100FD2101    	2012	M05	       2.594	
APU0100FD2101    	2012	M06	       2.793	
APU0100FD2101    	2012	M07	       2.738	
APU0100FD2101    	2012	M08	       2.682	
APU0100FD2101    	2012	M09	       2.725	
APU0100FD2101    	2012	M10	       2.698	
APU0100FD2101    	2012	M11	       2.533	
APU0100FD2101    	2012	M12	       2.411	
APU0100FD2101    	2013	M01	       2.487	
APU0100FD2101    	2013	M02	       2.551	
APU0100FD2101    	2013	M03	       2.508	
APU0100FD2101    	2013	M04	       2.430	
APU0100FD2101    	2013	M05	       2.546	
APU0100FD2101    	2013	M06	       2.686	
APU0100FD2101    	2013	M07	       2.576	
APU0100FD2101    	2013	M08	       2.603	
APU0100FD2101    	2013	M09	       2.665	
APU0100FD2101    	2013	M10	       2.653	
APU0100FD2101    	2013	M11	       2.537	
APU0100FD2101    	2013	M12	       2.386	
APU0100FD2101    	2014	M01	       2.532	
APU0100FD2101    	2014	M02	       2.567	
APU0100FD2101    	2014	M03	       2.627	
APU0100FD2101    	2014	M04	       2.550	
APU0100FD2101    	2014	M05	       2.651	
APU0100FD2101    	2014	M06	       2.718	
APU0100FD2101    	2014	M07	       2.815	
APU0100FD2101    	2014	M08	       3.089	
APU0100FD2101    	2014	M09	       3.297	
APU0100FD2101    	2014	M10	       3.479	
APU0100FD2101    	2014	M11	       3.302	
APU0100FD2101    	2014	M12	       2.997	
APU0100FD2101    	2015	M01	       3.001	
APU0100FD2101    	2015	M02	       2.994	
APU0100FD2101    	2015	M03	       2.862	
APU0100FD2101    	2015	M04	       2.760	
APU0100FD2101    	2015	M05	       2.908	
APU0100FD2101    	2015	M06	       2.838	
APU0100FD2101    	2015	M07	       2.866	
APU0100FD2101    	2015	M08	       2.862	
APU0100FD2101    	2015	M09	       2.963	
APU0100FD2101    	2015	M10	       2.970	
APU0100FD2101    	2015	M11	       2.859	
APU0100FD2101    	2015	M12	       2.751	
APU0100FD2101    	2016	M01	       2.877	
APU0100FD2101    	2016	M02	       2.849	
APU0100FD2101    	2016	M03	       2.730	
APU0100FD2101    	2016	M04	       2.807	
APU0100FD2101    	2016	M05	       2.796	
APU0100FD2101    	2016	M06	       2.982	
APU0100FD2101    	2016	M07	       3.098	
APU0100FD2101    	2016	M08	       3.075	
APU0100FD2101    	2016	M09	       3.178	
APU0100FD2101    	2016	M10	       3.094	
APU0100FD2101    	2016	M11	       3.042	
APU0100FD2101    	2016	M12	       3.041	
APU0100FD2101    	2017	M01	       2.741	
APU0100FD2101    	2017	M02	       2.781	
APU0100FD2101    	2017	M03	       2.838	
APU0100FD2101    	2017	M04	       2.677	
APU0100FD2101    	2017	M05	       2.537	
APU0100FD2101    	2017	M06	       2.999	
APU0100FD2101    	2017	M07	       3.164	
APU0100FD2101    	2017	M08	       3.070	
APU0100FD2101    	2017	M09	       2.982	
APU0100FD2101    	2017	M10	       3.080	
APU0100FD2101    	2017	M11	       2.739	
APU0100FD2101    	2017	M12	       2.735	
APU0100FD2101    	2018	M01	       2.644	
APU0100FD2101    	2018	M02	       2.598	
APU0100FD2101    	2018	M03	       2.767	
APU0100FD2101    	2018	M04	       2.779	
APU0100FD2101    	2018	M05	       3.213	
APU0100FD2101    	2018	M06	       2.859	
APU0100FD2101    	2018	M07	       3.055	
APU0100FD2101    	2018	M08	       2.965	
APU0100FD2101    	2018	M09	       3.165	
APU0100FD2101    	2018	M10	       3.214	
APU0100FD2101    	2018	M11	       2.827	
APU0100FD2101    	2018	M12	       2.800	
APU0100FD2101    	2019	M01	       2.921	
APU0100FD2101    	2019	M02	       2.693	
APU0100FD2101    	2019	M03	       2.970	
APU0100FD2101    	2019	M04	       2.890	
APU0100FD2101    	2019	M05	       2.884	
APU0100FD2101    	2019	M06	       2.930	
APU0100FD2101    	2019	M07	       3.166	
APU0100FD2101    	2019	M08	       3.001	
APU0100FD2101    	2019	M09	       3.150	
APU0100FD2101    	2019	M10	       3.360	
APU0100FD2101    	2019	M11	       2.872	
APU0100FD2101    	2019	M12	       2.707	
APU0100FD2101    	2020	M01	       2.816	
APU0100FD2101    	2020	M02	       2.649	
APU0100FD2101    	2020	M03	       2.874	
APU0100FD2101    	2020	M11	       2.963	
APU0100FD2101    	2020	M12	       3.026	
APU0100FD2101    	2021	M01	       3.203	
APU0100FD2101    	2021	M02	       3.363	
APU0100FD2101    	2021	M03	       2.945	
APU0100FD2101    	2021	M04	       2.848	
APU0100FD2101    	2021	M05	       3.193	
APU0100FD2101    	2021	M06	       3.455	
APU0100FD2101    	2021	M07	       3.550	
APU0100FD2101    	2021	M08	       3.338	
APU0100FD2101    	2021	M09	       3.415	
APU0100FD2101    	2021	M10	       3.494	
APU0100FD2101    	2021	M11	       3.671	
APU0100FD2101    	2021	M12	       3.528	
APU0100FD2101    	2022	M01	       3.823	
APU0100FD2101    	2022	M02	       3.981	
APU0100FD2101    	2022	M03	       3.800	
APU0100FD2101    	2022	M04	       3.699	
APU0100FD2101    	2022	M05	       3.611	
APU0100FD2101    	2022	M06	       3.844	
APU0100FD2101    	2022	M07	       3.577	
APU0100FD2101    	2022	M08	       4.112	
APU0100FD2101    	2022	M09	       4.217	
APU0100FD2101    	2022	M10	       4.314	
APU0100FD2101    	2022	M11	       4.045	
