id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,parent_court_id
"paqtrsessdauphi",,,"",,"","2023-10-03 01:24:07.801946+00","f","f","f","367.27322","Dauphin Cty. Ct. Qtr. Sess.","Dauphin County Court of Quarter Sessions","Dauphin County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessdelawa",,,"",,"","2023-10-03 01:24:07.807929+00","f","f","f","367.27323","Delaware Cty. Ct. Qtr. Sess.","Delaware County Court of Quarter Sessions","Delaware County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesselk",,,"",,"","2023-10-03 01:24:07.8168+00","f","f","f","367.27324","Elk Cty. Ct. Qtr. Sess.","Elk County Court of Quarter Sessions","Elk County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesserie",,,"",,"","2023-10-03 01:24:07.825697+00","f","f","f","367.27325","Erie Cty. Ct. Qtr. Sess.","Erie County Court of Quarter Sessions","Erie County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessfayett",,,"",,"","2023-10-03 01:24:07.851304+00","f","f","f","367.27326","Fayette Cty. Ct. Qtr. Sess.","Fayette County Court of Quarter Sessions","Fayette County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessfrankl",,,"",,"","2023-10-03 01:24:07.871648+00","f","f","f","367.27327","Franklin Cty. Ct. Qtr. Sess.","Franklin County Court of Quarter Sessions","Franklin County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessfulton",,,"",,"","2023-10-03 01:24:07.882645+00","f","f","f","367.27328","Fulton Cty. Ct. Qtr. Sess.","Fulton County Court of Quarter Sessions","Fulton County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessgreene",,,"",,"","2023-10-03 01:24:07.900528+00","f","f","f","367.27329","Greene Cty. Ct. Qtr. Sess.","Greene County Court of Quarter Sessions","Greene County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesshuntin",,,"",,"","2023-10-03 01:24:07.923365+00","f","f","f","367.2733","Huntingdon Cty. Ct. Qtr. Sess.","Huntingdon County Court of Quarter Sessions","Huntingdon County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessindian",,,"",,"","2023-10-03 01:24:07.939332+00","f","f","f","367.27331","Indiana Cty. Ct. Qtr. Sess.","Indiana County Court of Quarter Sessions","Indiana County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessjeffer",,,"",,"","2023-10-03 01:24:07.954924+00","f","f","f","367.27332","Jefferson Cty. Ct. Qtr. Sess.","Jefferson County Court of Quarter Sessions","Jefferson County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessjuniat",,,"",,"","2023-10-03 01:24:07.97521+00","f","f","f","367.27333","Juniata Cty. Ct. Qtr. Sess.","Juniata County Court of Quarter Sessions","Juniata County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesslackaw",,,"",,"","2023-10-03 01:24:07.991218+00","f","f","f","367.27334","Lackawanna Cty. Ct. Qtr. Sess.","Lackawanna County Court of Quarter Sessions","Lackawanna County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesslancas",,,"",,"","2023-10-03 01:24:08.002859+00","f","f","f","367.27335","Lancaster Cty. Ct. Qtr. Sess.","Lancaster County Court of Quarter Sessions","Lancaster County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesslawren",,,"",,"","2023-10-03 01:24:08.014521+00","f","f","f","367.27336","Lawrence Cty. Ct. Qtr. Sess.","Lawrence County Court of Quarter Sessions","Lawrence County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesslebano",,,"",,"","2023-10-03 01:24:08.027699+00","f","f","f","367.27337","Lebanon Cty. Ct. Qtr. Sess.","Lebanon County Court of Quarter Sessions","Lebanon County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesslehigh",,,"",,"","2023-10-03 01:24:08.047354+00","f","f","f","367.27338","Lehigh Cty. Ct. Qtr. Sess.","Lehigh County Court of Quarter Sessions","Lehigh County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessluzern",,,"",,"","2023-10-03 01:24:08.053345+00","f","f","f","367.27339","Luzerne Cty. Ct. Qtr. Sess.","Luzerne County Court of Quarter Sessions","Luzerne County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesslycomi",,,"",,"","2023-10-03 01:24:08.063202+00","f","f","f","367.2734","Lycoming Cty. Ct. Qtr. Sess.","Lycoming County Court of Quarter Sessions","Lycoming County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessmckean",,,"",,"","2023-10-03 01:24:08.08331+00","f","f","f","367.27341","McKean Cty. Ct. Qtr. Sess.","McKean County Court of Quarter Sessions","McKean County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessmercer",,,"",,"","2023-10-03 01:24:08.10076+00","f","f","f","367.27342","Mercer Cty. Ct. Qtr. Sess.","Mercer County Court of Quarter Sessions","Mercer County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessmiffli",,,"",,"","2023-10-03 01:24:08.110166+00","f","f","f","367.27343","Mifflin Cty. Ct. Qtr. Sess.","Mifflin County Court of Quarter Sessions","Mifflin County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessmonroe",,,"",,"","2023-10-03 01:24:08.116965+00","f","f","f","367.27344","Monroe Cty. Ct. Qtr. Sess.","Monroe County Court of Quarter Sessions","Monroe County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessmontgo",,,"",,"","2023-10-03 01:24:08.135092+00","f","f","f","367.27345","Montgomery Cty. Ct. Qtr. Sess.","Montgomery County Court of Quarter Sessions","Montgomery County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessmontou",,,"",,"","2023-10-03 01:24:08.148123+00","f","f","f","367.27346","Montour Cty. Ct. Qtr. Sess.","Montour County Court of Quarter Sessions","Montour County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessnortha",,,"",,"","2023-10-03 01:24:08.155812+00","f","f","f","367.27347","Northampton Cty. Ct. Qtr. Sess.","Northampton County Court of Quarter Sessions","Northampton County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessnorthu",,,"",,"","2023-10-03 01:24:08.171168+00","f","f","f","367.27348","Northumberland Cty. Ct. Qtr. Sess.","Northumberland County Court of Quarter Sessions","Northumberland County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessperry",,,"",,"","2023-10-03 01:24:08.183231+00","f","f","f","367.27349","Perry Cty. Ct. Qtr. Sess.","Perry County Court of Quarter Sessions","Perry County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessphilad",,,"",,"","2023-10-03 01:24:08.192185+00","f","f","f","367.2735","Philadelphia Cty. Ct. Qtr. Sess.","Philadelphia County Court of Quarter Sessions","Philadelphia County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesspike",,,"",,"","2023-10-03 01:24:08.201895+00","f","f","f","367.27351","Pike Cty. Ct. Qtr. Sess.","Pike County Court of Quarter Sessions","Pike County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesspotter",,,"",,"","2023-10-03 01:24:08.213918+00","f","f","f","367.27352","Potter Cty. Ct. Qtr. Sess.","Potter County Court of Quarter Sessions","Potter County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessschuyl",,,"",,"","2023-10-03 01:24:08.227172+00","f","f","f","367.27353","Schuylkill Cty. Ct. Qtr. Sess.","Schuylkill County Court of Quarter Sessions","Schuylkill County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesssnyder",,,"",,"","2023-10-03 01:24:08.240711+00","f","f","f","367.27354","Snyder Cty. Ct. Qtr. Sess.","Snyder County Court of Quarter Sessions","Snyder County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesssomers",,,"",,"","2023-10-03 01:24:08.246785+00","f","f","f","367.27355","Somerset Cty. Ct. Qtr. Sess.","Somerset County Court of Quarter Sessions","Somerset County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesssulliv",,,"",,"","2023-10-03 01:24:08.263156+00","f","f","f","367.27356","Sullivan Cty. Ct. Qtr. Sess.","Sullivan County Court of Quarter Sessions","Sullivan County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesssusque",,,"",,"","2023-10-03 01:24:08.272096+00","f","f","f","367.27357","Susquehanna Cty. Ct. Qtr. Sess.","Susquehanna County Court of Quarter Sessions","Susquehanna County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesstioga",,,"",,"","2023-10-03 01:24:08.286617+00","f","f","f","367.27358","Tioga Cty. Ct. Qtr. Sess.","Tioga County Court of Quarter Sessions","Tioga County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessunion",,,"",,"","2023-10-03 01:24:08.299137+00","f","f","f","367.27359","Union Cty. Ct. Qtr. Sess.","Union County Court of Quarter Sessions","Union County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessvenang",,,"",,"","2023-10-03 01:24:08.309989+00","f","f","f","367.2736","Venango Cty. Ct. Qtr. Sess.","Venango County Court of Quarter Sessions","Venango County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesswarren",,,"",,"","2023-10-03 01:24:08.324224+00","f","f","f","367.27361","Warren Cty. Ct. Qtr. Sess.","Warren County Court of Quarter Sessions","Warren County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesswashin",,,"",,"","2023-10-03 01:24:08.343308+00","f","f","f","367.27362","Washington Cty. Ct. Qtr. Sess.","Washington County Court of Quarter Sessions","Washington County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesswayne",,,"",,"","2023-10-03 01:24:08.359295+00","f","f","f","367.27363","Wayne Cty. Ct. Qtr. Sess.","Wayne County Court of Quarter Sessions","Wayne County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesswestmo",,,"",,"","2023-10-03 01:24:08.375448+00","f","f","f","367.27364","Westmoreland Cty. Ct. Qtr. Sess.","Westmoreland County Court of Quarter Sessions","Westmoreland County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesswyomin",,,"",,"","2023-10-03 01:24:08.392776+00","f","f","f","367.27365","Wyoming Cty. Ct. Qtr. Sess.","Wyoming County Court of Quarter Sessions","Wyoming County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessyork",,,"",,"","2023-10-03 01:24:08.398975+00","f","f","f","367.27366","York Cty. Ct. Qtr. Sess.","York County Court of Quarter Sessions","York County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"pamunictphila",,,"",,"","2023-10-03 01:24:08.407124+00","f","f","f","367.274","","Philadelphia County Municipal Court","Pennylvania Municipal Court, Philadelphia County","",,,"ST","","pamunict"
"pajuvctcambria",,,"",,"","2023-10-03 01:24:08.421995+00","f","f","f","367.27401","Cambria Cty. Juv. Ct.","Cambria County of Juvenile Court","Cambria County of Juvenile Court","",,,"ST","Created as part of import of Case.Law data.","pajuvct"
"pajuvctdel",,,"",,"","2023-10-03 01:24:08.43798+00","f","f","f","367.27402","Delaware Cty. Juv. Ct.","Delaware County Juvenile Court","Delaware County Juvenile Court","",,,"ST","Created as part of import of Case.Law data.","pajuvct"
"txctapp13B",,,"",,"","2023-10-03 01:24:08.66315+00","f","f","f","368.70221","","Tex. App. Ct., 13th Dist. (Edinburg)","Texas Court of Appeals, 13th District (Edinburg)","http://www.txcourts.gov/13thcoa.aspx",,,"SA","","texapp"
"texdistct1",,,"",,"","2023-10-03 01:24:08.687752+00","f","f","f","368.7026","","Tex. 1st Jud. Dist. Ct.","Texas 1st Judicial District Court","http://www.co.jasper.tx.us/default.aspx?Jasper_County/1st",,,"ST","","texdistct"
"texdistct2",,,"",,"","2023-10-03 01:24:08.694302+00","f","f","f","368.7027","","Tex. 1A Jud. Dist. Ct.","Texas 1A Judicial District Court","http://www.co.jasper.tx.us/default.aspx?Jasper_County/1A",,,"ST","","texdistct"
"texdistct3",,,"",,"","2023-10-03 01:24:08.70728+00","f","f","f","368.7028","","Tex. 2nd Jud. Dist. Ct.","Texas 2nd Judicial District Court","http://www.co.cherokee.tx.us/ips/cms/districtcourt/2nddistrictJudge.html",,,"ST","","texdistct"
"texdistct4",,,"",,"","2023-10-03 01:24:08.721294+00","f","f","f","368.7029","","Tex. 3rd Jud. Dist. Ct.","Texas 3rd Judicial District Court","http://www.co.anderson.tx.us/default.aspx?Anderson_County/3rdDC",,,"ST","","texdistct"
"texdistct5",,,"",,"","2023-10-03 01:24:08.735164+00","f","f","f","368.703","","Tex. 4th Jud. Dist. Ct.","Texas 4th Judicial District Court","http://co.rusk.tx.us/default.aspx?Rusk_County/District.Court",,,"ST","","texdistct"
"texdistct6",,,"",,"","2023-10-03 01:24:08.748978+00","f","f","f","368.7031","","Tex. 5th Jud. Dist. Ct.","Texas 5th Judicial District Court","http://www.co.bowie.tx.us/page/bowie.5thDistrictCourt",,,"ST","","texdistct"
"texdistct7",,,"",,"","2023-10-03 01:24:08.759067+00","f","f","f","368.7032","","Tex. 6th Jud. Dist. Ct.","Texas 6th Judicial District Court","http://www.co.lamar.tx.us/",,,"ST","","texdistct"
"texdistct8",,,"",,"","2023-10-03 01:24:08.77516+00","f","f","f","368.7033","","Tex. 7th Jud. Dist. Ct.","Texas 7th Judicial District Court","http://www.smith-county.com/",,,"ST","","texdistct"
"texdistct9",,,"",,"","2023-10-03 01:24:08.783986+00","f","f","f","368.7034","","Tex. 8th Jud. Dist. Ct.","Texas 8th Judicial District Court","http://www.hopkinscountytx.org/default.aspx?Hopkins_County/8thJudicialDistrict",,,"ST","","texdistct"
"texdistct10",,,"",,"","2023-10-03 01:24:08.795143+00","f","f","f","368.7035","","Tex. 9th Jud. Dist. Ct.","Texas 9th Judicial District Court","http://www.mctx.org/departments/departments_d_-_f/district_courts/9th_district_court/index.php",,,"ST","","texdistct"
"texdistct11",,,"",,"","2023-10-03 01:24:08.809035+00","f","f","f","368.7036","","Tex. 10th Jud. Dist. Ct.","Texas 10th Judicial District Court","http://www.galvestoncountytx.gov/jd/jd1/Pages/default.aspx",,,"ST","","texdistct"
"texdistct12",,,"",,"","2023-10-03 01:24:08.819354+00","f","f","f","368.7037","","Tex. 11th Jud. Dist. Ct.","Texas 11th Judicial District Court","https://www.justex.net/Courts/Civil/CivilCourt.aspx?crt=1",,,"ST","","texdistct"
"texdistct13",,,"",,"","2023-10-03 01:24:08.828923+00","f","f","f","368.7038","","Tex. 12th Jud. Dist. Ct.","Texas 12th Judicial District Court","https://www.co.walker.tx.us/department/index.php?structureid=2",,,"ST","","texdistct"
"texdistct14",,,"",,"","2023-10-03 01:24:08.843103+00","f","f","f","368.7039","","Tex. 13th Jud. Dist. Ct.","Texas 13th Judicial District Court","http://www.co.navarro.tx.us/default.aspx?Navarro_County/District.Court",,,"ST","","texdistct"
"texdistct15",,,"",,"","2023-10-03 01:24:08.863366+00","f","f","f","368.704","","Tex. 14th Jud. Dist. Ct.","Texas 14th Judicial District Court","http://www.dallascounty.org/government/courts/civil_district/14th/",,,"ST","","texdistct"
"texdistct16",,,"",,"","2023-10-03 01:24:08.880194+00","f","f","f","368.7041","","Tex. 15th Jud. Dist. Ct.","Texas 15th Judicial District Court","http://www.co.grayson.tx.us/default.aspx?name=court15.home",,,"ST","","texdistct"
"texdistct17",,,"",,"","2023-10-03 01:24:08.888987+00","f","f","f","368.7042","","Tex. 16th Jud. Dist. Ct.","Texas 16th Judicial District Court","https://www.dentoncounty.gov/528/16th-District-Court",,,"ST","","texdistct"
"texdistct18",,,"",,"","2023-10-03 01:24:08.899325+00","f","f","f","368.7043","","Tex. 17th Jud. Dist. Ct.","Texas 17th Judicial District Court","http://access.tarrantcounty.com/en/civil-courts/district-courts/17th-district-court.html",,,"ST","","texdistct"
"texdistct19",,,"",,"","2023-10-03 01:24:08.915108+00","f","f","f","368.7044","","Tex. 18th Jud. Dist. Ct.","Texas 18th Judicial District Court","http://www.johnsoncountytx.org/departments/courts/index.html",,,"ST","","texdistct"
